,open_time,open,high,low,close,VOLUME,close_time
0,1710976500000,0.29393,0.29472,0.29302,0.29457,152142.0,1710977399999
1,1710977400000,0.29442,0.29531,0.29385,0.29448,161620.0,1710978299999
2,1710978300000,0.29446,0.29565,0.29384,0.29458,175155.0,1710979199999
3,1710979200000,0.29458,0.29458,0.29224,0.29383,428045.0,1710980099999
4,1710980100000,0.29398,0.29559,0.29174,0.29349,582441.0,1710980999999
5,1710981000000,0.29349,0.29759,0.2927,0.297,637730.0,1710981899999
6,1710981900000,0.29693,0.29789,0.29523,0.29578,493860.0,1710982799999
7,1710982800000,0.29575,0.2975,0.2952,0.2969,200864.0,1710983699999
8,1710983700000,0.29691,0.29767,0.29643,0.29714,96402.0,1710984599999
9,1710984600000,0.29709,0.29762,0.29647,0.29714,240104.0,1710985499999
10,1710985500000,0.29714,0.29842,0.29714,0.29806,111336.0,1710986399999
11,1710986400000,0.2982,0.29857,0.2972,0.2979,210487.0,1710987299999
12,1710987300000,0.29795,0.29977,0.29775,0.29944,142786.0,1710988199999
13,1710988200000,0.29959,0.30121,0.29894,0.30078,225032.0,1710989099999
14,1710989100000,0.30082,0.30101,0.2994,0.29976,200591.0,1710989999999
15,1710990000000,0.29975,0.3014,0.29952,0.3006,129336.0,1710990899999
16,1710990900000,0.30069,0.30139,0.29959,0.29991,229554.0,1710991799999
17,1710991800000,0.2999,0.30219,0.2997,0.3004,232146.0,1710992699999
18,1710992700000,0.30031,0.30032,0.2944,0.29642,823597.0,1710993599999
19,1710993600000,0.2966,0.2995,0.29603,0.29747,561606.0,1710994499999
20,1710994500000,0.29751,0.30079,0.2975,0.30077,617991.0,1710995399999
21,1710995400000,0.30082,0.30144,0.29882,0.2997,480204.0,1710996299999
22,1710996300000,0.29967,0.30125,0.29919,0.3001,230304.0,1710997199999
23,1710997200000,0.3001,0.3001,0.2969,0.298,434603.0,1710998099999
24,1710998100000,0.2981,0.29832,0.294,0.29741,472744.0,1710998999999
25,1710999000000,0.2976,0.2987,0.296,0.29678,336149.0,1710999899999
26,1710999900000,0.29669,0.30085,0.2964,0.3003,297049.0,1711000799999
27,1711000800000,0.30028,0.30166,0.2995,0.30114,322209.0,1711001699999
28,1711001700000,0.30116,0.3015,0.29842,0.29985,194368.0,1711002599999
29,1711002600000,0.29986,0.30006,0.29768,0.29825,165411.0,1711003499999
30,1711003500000,0.2981,0.2996,0.29781,0.2983,171498.0,1711004399999
31,1711004400000,0.2982,0.29939,0.29702,0.29919,238874.0,1711005299999
32,1711005300000,0.2991,0.30101,0.29866,0.3004,177143.0,1711006199999
33,1711006200000,0.30041,0.30072,0.29961,0.29961,99862.0,1711007099999
34,1711007100000,0.29962,0.29972,0.2976,0.29891,310737.0,1711007999999
35,1711008000000,0.29891,0.30191,0.29887,0.30174,274582.0,1711008899999
36,1711008900000,0.30173,0.3025,0.30063,0.30075,322905.0,1711009799999
37,1711009800000,0.3008,0.30165,0.29968,0.3015,334737.0,1711010699999
38,1711010700000,0.30158,0.30494,0.30149,0.30391,701992.0,1711011599999
39,1711011600000,0.30392,0.30807,0.30328,0.30545,1573178.0,1711012499999
40,1711012500000,0.30545,0.30764,0.30466,0.30637,609537.0,1711013399999
41,1711013400000,0.3065,0.30726,0.30272,0.30352,806382.0,1711014299999
42,1711014300000,0.30354,0.3052,0.30271,0.30428,587649.0,1711015199999
43,1711015200000,0.3043,0.30506,0.30322,0.30478,201033.0,1711016099999
44,1711016100000,0.30459,0.30481,0.30318,0.30366,216657.0,1711016999999
45,1711017000000,0.30378,0.30391,0.3022,0.303,215007.0,1711017899999
46,1711017900000,0.30305,0.3052,0.30305,0.305,244990.0,1711018799999
47,1711018800000,0.3051,0.30553,0.3027,0.30416,698894.0,1711019699999
48,1711019700000,0.30412,0.30456,0.30224,0.30344,314055.0,1711020599999
49,1711020600000,0.30334,0.30485,0.30237,0.30472,163454.0,1711021499999
50,1711021500000,0.30472,0.30476,0.30272,0.30334,394370.0,1711022399999
51,1711022400000,0.30338,0.30769,0.30289,0.30608,751208.0,1711023299999
52,1711023300000,0.30602,0.3064,0.30487,0.30566,251914.0,1711024199999
53,1711024200000,0.30566,0.3065,0.30368,0.305,247597.0,1711025099999
54,1711025100000,0.305,0.30587,0.30332,0.3049,151641.0,1711025999999
55,1711026000000,0.30503,0.3062,0.30453,0.30486,223397.0,1711026899999
56,1711026900000,0.30482,0.30608,0.30422,0.30557,224260.0,1711027799999
57,1711027800000,0.30557,0.30565,0.3028,0.30384,378941.0,1711028699999
58,1711028700000,0.30391,0.30525,0.30291,0.3041,306992.0,1711029599999
59,1711029600000,0.3041,0.3064,0.3035,0.30573,294905.0,1711030499999
60,1711030500000,0.30577,0.30766,0.305,0.30698,286168.0,1711031399999
61,1711031400000,0.30708,0.30708,0.30547,0.3063,191875.0,1711032299999
62,1711032300000,0.30645,0.30662,0.30501,0.30607,122370.0,1711033199999
63,1711033200000,0.30605,0.30649,0.30257,0.30344,298027.0,1711034099999
64,1711034100000,0.30342,0.30492,0.30258,0.30371,504051.0,1711034999999
65,1711035000000,0.30377,0.30444,0.30135,0.3042,368741.0,1711035899999
66,1711035900000,0.30406,0.30495,0.3026,0.30495,136045.0,1711036799999
67,1711036800000,0.30498,0.30535,0.30294,0.30441,293712.0,1711037699999
68,1711037700000,0.3044,0.3052,0.30377,0.3049,708394.0,1711038599999
69,1711038600000,0.30495,0.3052,0.30366,0.30501,264926.0,1711039499999
70,1711039500000,0.30496,0.3064,0.30422,0.30623,276446.0,1711040399999
71,1711040400000,0.30623,0.30767,0.30531,0.30642,256025.0,1711041299999
72,1711041300000,0.30627,0.30627,0.30252,0.30269,266573.0,1711042199999
73,1711042200000,0.30269,0.30363,0.3003,0.30088,651637.0,1711043099999
74,1711043100000,0.30085,0.30238,0.29989,0.30134,413751.0,1711043999999
75,1711044000000,0.30145,0.30238,0.2971,0.29753,556543.0,1711044899999
76,1711044900000,0.29769,0.2993,0.29692,0.29859,362559.0,1711045799999
77,1711045800000,0.29862,0.29863,0.2947,0.29486,708573.0,1711046699999
78,1711046700000,0.29477,0.29726,0.29461,0.29614,317886.0,1711047599999
79,1711047600000,0.29633,0.2976,0.29549,0.29738,341158.0,1711048499999
80,1711048500000,0.2973,0.29835,0.29564,0.29781,287290.0,1711049399999
81,1711049400000,0.2979,0.30172,0.29787,0.30082,280223.0,1711050299999
82,1711050300000,0.3008,0.30212,0.3001,0.30077,231439.0,1711051199999
83,1711051200000,0.30082,0.3027,0.29729,0.3027,516506.0,1711052099999
84,1711052100000,0.30275,0.30549,0.30199,0.30354,579748.0,1711052999999
85,1711053000000,0.30364,0.30408,0.30157,0.30219,439361.0,1711053899999
86,1711053900000,0.30212,0.30328,0.30038,0.30304,259634.0,1711054799999
87,1711054800000,0.30307,0.30332,0.3005,0.3007,296083.0,1711055699999
88,1711055700000,0.30067,0.3025,0.30053,0.30068,215730.0,1711056599999
89,1711056600000,0.30067,0.30216,0.30064,0.30108,117339.0,1711057499999
90,1711057500000,0.30108,0.30295,0.30103,0.3027,157575.0,1711058399999
91,1711058400000,0.30279,0.30496,0.30229,0.30437,344714.0,1711059299999
92,1711059300000,0.30435,0.30459,0.302,0.3033,376193.0,1711060199999
93,1711060200000,0.30335,0.3036,0.30207,0.303,191301.0,1711061099999
94,1711061100000,0.30304,0.30315,0.30207,0.30289,201728.0,1711061999999
95,1711062000000,0.3029,0.30359,0.30262,0.30325,129491.0,1711062899999
96,1711062900000,0.30329,0.30334,0.30244,0.30292,230325.0,1711063799999
97,1711063800000,0.30294,0.30386,0.30247,0.30265,245996.0,1711064699999
98,1711064700000,0.30257,0.30388,0.30244,0.30386,183472.0,1711065599999
99,1711065600000,0.30384,0.30445,0.30106,0.3043,504004.0,1711066499999
100,1711066500000,0.30424,0.30479,0.30304,0.3032,238235.0,1711067399999
101,1711067400000,0.30321,0.30331,0.30101,0.30216,415325.0,1711068299999
102,1711068300000,0.30206,0.30312,0.3006,0.30168,289121.0,1711069199999
103,1711069200000,0.30168,0.30173,0.29837,0.30135,426700.0,1711070099999
104,1711070100000,0.30139,0.30247,0.30085,0.30138,224862.0,1711070999999
105,1711071000000,0.30125,0.30125,0.2987,0.29947,258378.0,1711071899999
106,1711071900000,0.29948,0.30024,0.29698,0.2971,352920.0,1711072799999
107,1711072800000,0.29709,0.2984,0.29558,0.29608,314372.0,1711073699999
108,1711073700000,0.29596,0.29685,0.29517,0.29602,320875.0,1711074599999
109,1711074600000,0.29604,0.29666,0.2953,0.29623,153702.0,1711075499999
110,1711075500000,0.29618,0.29876,0.29618,0.29845,202137.0,1711076399999
111,1711076400000,0.2985,0.30077,0.2985,0.29929,311525.0,1711077299999
112,1711077300000,0.29933,0.30305,0.29933,0.30292,332856.0,1711078199999
113,1711078200000,0.30291,0.30518,0.30281,0.30373,466138.0,1711079099999
114,1711079100000,0.30372,0.30469,0.30343,0.30398,191461.0,1711079999999
115,1711080000000,0.30399,0.30522,0.30278,0.3046,322866.0,1711080899999
116,1711080900000,0.30457,0.30501,0.30244,0.30321,122908.0,1711081799999
117,1711081800000,0.30325,0.30362,0.30241,0.30275,84186.0,1711082699999
118,1711082700000,0.30277,0.30549,0.30256,0.30459,257535.0,1711083599999
119,1711083600000,0.30469,0.30606,0.3038,0.3038,212346.0,1711084499999
120,1711084500000,0.30373,0.30587,0.30325,0.30572,106114.0,1711085399999
121,1711085400000,0.30572,0.30655,0.30495,0.30642,126864.0,1711086299999
122,1711086300000,0.30648,0.30878,0.30615,0.30728,626387.0,1711087199999
123,1711087200000,0.30728,0.3091,0.30701,0.3091,373969.0,1711088099999
124,1711088100000,0.30912,0.30926,0.30639,0.30639,427310.0,1711088999999
125,1711089000000,0.30636,0.30658,0.30538,0.30611,138246.0,1711089899999
126,1711089900000,0.3061,0.30644,0.30524,0.30637,85748.0,1711090799999
127,1711090800000,0.3064,0.30666,0.30483,0.30528,183541.0,1711091699999
128,1711091700000,0.30528,0.30614,0.30445,0.30588,111082.0,1711092599999
129,1711092600000,0.30594,0.30711,0.30594,0.30686,126569.0,1711093499999
130,1711093500000,0.30684,0.30684,0.30546,0.30554,92050.0,1711094399999
131,1711094400000,0.30562,0.30657,0.30546,0.30617,86146.0,1711095299999
132,1711095300000,0.30626,0.30952,0.3058,0.30752,664510.0,1711096199999
133,1711096200000,0.30756,0.30792,0.30356,0.30365,320518.0,1711097099999
134,1711097100000,0.30368,0.3053,0.30368,0.30429,179711.0,1711097999999
135,1711098000000,0.30428,0.30595,0.30428,0.30525,118955.0,1711098899999
136,1711098900000,0.30528,0.30622,0.30528,0.30578,69593.0,1711099799999
137,1711099800000,0.30586,0.3059,0.3035,0.30387,134197.0,1711100699999
138,1711100700000,0.30387,0.30454,0.30355,0.30385,121399.0,1711101599999
139,1711101600000,0.30387,0.30482,0.30153,0.30177,431158.0,1711102499999
140,1711102500000,0.30161,0.30246,0.29912,0.29998,368444.0,1711103399999
141,1711103400000,0.29999,0.30108,0.2985,0.30047,357796.0,1711104299999
142,1711104300000,0.30047,0.30105,0.29798,0.29822,207127.0,1711105199999
143,1711105200000,0.29829,0.29954,0.29726,0.29942,313109.0,1711106099999
144,1711106100000,0.2995,0.30014,0.29787,0.29942,258435.0,1711106999999
145,1711107000000,0.29937,0.30062,0.29858,0.29915,195585.0,1711107899999
146,1711107900000,0.29924,0.29956,0.29503,0.29628,463428.0,1711108799999
147,1711108800000,0.29613,0.29822,0.29426,0.29716,495944.0,1711109699999
148,1711109700000,0.29707,0.29819,0.29672,0.29818,197154.0,1711110599999
149,1711110600000,0.2982,0.29917,0.29695,0.29907,174905.0,1711111499999
150,1711111500000,0.29906,0.29906,0.296,0.29679,152536.0,1711112399999
151,1711112400000,0.29675,0.29756,0.2934,0.29362,279620.0,1711113299999
152,1711113300000,0.2935,0.29498,0.29223,0.29459,413905.0,1711114199999
153,1711114200000,0.29467,0.29491,0.29068,0.29132,568435.0,1711115099999
154,1711115100000,0.2912,0.29145,0.28575,0.28702,898378.0,1711115999999
155,1711116000000,0.28696,0.288,0.2847,0.2849,791130.0,1711116899999
156,1711116900000,0.28477,0.28635,0.28265,0.28418,751093.0,1711117799999
157,1711117800000,0.28411,0.28613,0.28312,0.28377,453826.0,1711118699999
158,1711118700000,0.2839,0.28528,0.28259,0.28311,449584.0,1711119599999
159,1711119600000,0.28335,0.28948,0.28316,0.28845,497827.0,1711120499999
160,1711120500000,0.28832,0.29353,0.28692,0.29342,648539.0,1711121399999
161,1711121400000,0.29357,0.29474,0.29213,0.29333,711740.0,1711122299999
162,1711122300000,0.29343,0.29475,0.2924,0.2929,278827.0,1711123199999
163,1711123200000,0.29302,0.29322,0.29027,0.2925,358212.0,1711124099999
164,1711124100000,0.29246,0.29331,0.28991,0.29069,399503.0,1711124999999
165,1711125000000,0.29065,0.29088,0.28748,0.28793,372041.0,1711125899999
166,1711125900000,0.28805,0.29021,0.28708,0.28948,219566.0,1711126799999
167,1711126800000,0.28948,0.29173,0.28937,0.29088,482823.0,1711127699999
168,1711127700000,0.2908,0.29202,0.29036,0.29074,136795.0,1711128599999
169,1711128600000,0.29069,0.29318,0.2906,0.29307,96497.0,1711129499999
170,1711129500000,0.29307,0.2934,0.29204,0.29263,92018.0,1711130399999
171,1711130400000,0.29281,0.29489,0.29223,0.29275,123119.0,1711131299999
172,1711131300000,0.2927,0.29272,0.29186,0.29233,166873.0,1711132199999
173,1711132200000,0.29231,0.29495,0.29157,0.29354,167161.0,1711133099999
174,1711133100000,0.29347,0.29416,0.29291,0.29388,190568.0,1711133999999
175,1711134000000,0.29375,0.29413,0.29153,0.2916,147138.0,1711134899999
176,1711134900000,0.2916,0.2927,0.29124,0.29213,158756.0,1711135799999
177,1711135800000,0.29204,0.29387,0.2918,0.29309,114505.0,1711136699999
178,1711136700000,0.29313,0.29536,0.29246,0.29426,282579.0,1711137599999
179,1711137600000,0.29426,0.29473,0.29144,0.29148,263118.0,1711138499999
180,1711138500000,0.29143,0.29273,0.29113,0.29163,142329.0,1711139399999
181,1711139400000,0.29154,0.29232,0.29112,0.2915,100041.0,1711140299999
182,1711140300000,0.29142,0.29238,0.29106,0.29176,137026.0,1711141199999
183,1711141200000,0.29176,0.29188,0.29004,0.29005,182463.0,1711142099999
184,1711142100000,0.28994,0.2902,0.288,0.28897,234214.0,1711142999999
185,1711143000000,0.28896,0.28896,0.28553,0.28715,386798.0,1711143899999
186,1711143900000,0.28715,0.29027,0.2871,0.28949,235372.0,1711144799999
187,1711144800000,0.28952,0.29021,0.28768,0.28885,203889.0,1711145699999
188,1711145700000,0.28886,0.2891,0.28594,0.28852,386977.0,1711146599999
189,1711146600000,0.28858,0.28994,0.28813,0.28973,265782.0,1711147499999
190,1711147500000,0.28967,0.29066,0.28861,0.28966,171211.0,1711148399999
191,1711148400000,0.28953,0.29067,0.28894,0.29016,154643.0,1711149299999
192,1711149300000,0.29006,0.29248,0.28987,0.29217,291270.0,1711150199999
