
RLCUSDT,26,short,2.91,2.967,-14.76,82.0
RLCUSDT,31,long,3.06,2.998,19.68,98.4
RLCUSDT,51,short,3.07,3.132,23.62,118.08
JTOUSDT,69,long,3.66,3.589,-17.43,96.83
POWRUSDT,88,short,0.3,0.31,23.24,116.2
FRONTUSDT,97,short,1.18,1.206,27.89,139.44
JTOUSDT,108,long,3.65,3.581,33.47,167.33
JTOUSDT,123,short,3.6,3.664,40.16,200.8
POWRUSDT,134,long,0.31,0.307,-29.64,164.66
RLCUSDT,139,short,2.97,3.029,39.52,197.59
YGGUSDT,149,short,0.87,0.891,-29.16,162.02
RLCUSDT,180,short,2.96,3.013,-23.91,132.86
SOLUSDT,208,short,152.99,155.93,31.89,159.43
POWRUSDT,238,short,0.32,0.322,-23.53,130.73
SOLUSDT,245,long,155.47,152.554,31.38,156.88
RLCUSDT,266,short,3.04,3.096,-23.16,128.64
FRONTUSDT,269,short,1.25,1.271,30.87,154.37
