
YGGUSDT,23,long,0.87,0.855,8.64,108.0
POWRUSDT,34,long,0.31,0.304,9.33,116.64
SOLUSDT,45,long,151.9,148.733,10.08,125.97
YGGUSDT,58,long,0.92,0.898,10.88,136.05
RLCUSDT,86,short,3.12,3.187,-30.53,89.79
YGGUSDT,96,short,0.88,0.9,7.76,96.97
SOLUSDT,123,short,153.0,156.231,8.38,104.73
YGGUSDT,141,short,0.9,0.916,9.05,113.11
YGGUSDT,147,short,0.88,0.903,9.77,122.16
RLCUSDT,169,short,2.98,3.041,10.55,131.93
SOLUSDT,194,long,155.8,152.552,-29.6,87.07
POWRUSDT,240,short,0.32,0.328,-19.54,57.47
JTOUSDT,244,long,3.66,3.586,4.97,62.07
