
FRONTUSDT,25,short,1.14,1.156,2.04,102.0
RLCUSDT,30,short,3.01,3.045,-17.5,79.56
JTOUSDT,48,short,3.56,3.603,1.62,81.15
RLCUSDT,67,short,3.14,3.178,1.66,82.77
RLCUSDT,82,short,3.07,3.107,-14.2,64.56
YGGUSDT,93,short,0.9,0.906,1.32,65.85
POWRUSDT,108,short,0.3,0.306,1.34,67.17
YGGUSDT,134,short,0.89,0.899,1.37,68.51
JTOUSDT,139,short,3.56,3.602,1.4,69.88
POWRUSDT,153,short,0.31,0.315,1.43,71.28
RLCUSDT,164,short,2.98,3.017,1.45,72.71
JTOUSDT,170,short,3.57,3.61,1.48,74.16
POWRUSDT,184,short,0.31,0.318,-12.72,57.84
POWRUSDT,203,short,0.32,0.323,1.18,59.0
FRONTUSDT,226,short,1.25,1.268,1.2,60.18
FRONTUSDT,236,short,1.25,1.265,-10.33,46.94
RLCUSDT,240,short,3.01,3.043,-8.05,36.61
