
JTOUSDT,47,short,3.56,3.601,6.36,106.0
POWRUSDT,81,short,0.31,0.31,6.74,112.36
JTOUSDT,105,short,3.62,3.666,7.15,119.1
YGGUSDT,133,short,0.88,0.892,-17.58,97.66
POWRUSDT,152,short,0.31,0.315,6.21,103.52
POWRUSDT,157,long,0.31,0.31,6.58,109.73
YGGUSDT,164,short,0.89,0.898,6.98,116.31
POWRUSDT,182,short,0.31,0.317,-17.17,95.37
POWRUSDT,194,short,0.32,0.319,-14.08,78.2
POWRUSDT,203,short,0.32,0.323,4.97,82.89
FRONTUSDT,213,short,1.26,1.279,5.27,87.86
FRONTUSDT,235,short,1.25,1.268,5.59,93.13
FRONTUSDT,248,short,1.23,1.243,5.92,98.72
YGGUSDT,256,short,0.89,0.905,-14.57,80.95
POWRUSDT,262,short,0.32,0.328,-11.95,66.38
JTOUSDT,283,short,3.77,3.811,-9.8,54.43
