
JTOUSDT,26,short,3.51,3.576,18.56,116.0
RLCUSDT,36,long,3.12,3.06,21.53,134.56
SOLUSDT,51,long,156.06,153.282,24.97,156.09
JTOUSDT,65,short,3.58,3.647,28.97,181.06
POWRUSDT,78,short,0.3,0.31,33.6,210.03
JTOUSDT,103,short,3.58,3.642,-33.6,168.02
RLCUSDT,109,short,3.01,3.066,31.18,194.9
RLCUSDT,129,short,3.01,3.062,36.17,226.08
JTOUSDT,151,short,3.55,3.612,41.96,262.25
RLCUSDT,162,short,2.97,3.028,48.67,304.21
SOLUSDT,171,short,151.3,154.053,56.46,352.88
SOLUSDT,184,short,151.14,153.889,-56.46,282.3
RLCUSDT,191,short,3.0,3.052,52.4,327.47
POWRUSDT,228,short,0.32,0.321,-52.4,261.98
RLCUSDT,236,short,2.96,3.013,-41.92,209.58
JTOUSDT,254,short,3.64,3.709,-33.53,167.66
JTOUSDT,268,short,3.7,3.772,31.12,194.49
