
FRONTUSDT,23,short,1.14,1.162,4.16,104.0
JTOUSDT,47,short,3.56,3.626,4.33,108.16
SOLUSDT,55,long,156.54,153.738,4.5,112.49
YGGUSDT,81,short,0.89,0.909,4.68,116.99
JTOUSDT,104,short,3.61,3.672,4.87,121.67
POWRUSDT,110,short,0.3,0.309,5.06,126.54
POWRUSDT,131,short,0.3,0.311,-27.54,86.05
POWRUSDT,152,short,0.31,0.317,3.58,89.49
RLCUSDT,163,short,2.98,3.039,3.72,93.07
JTOUSDT,171,short,3.55,3.611,3.87,96.79
POWRUSDT,193,short,0.32,0.322,-21.06,65.82
POWRUSDT,241,short,0.32,0.328,-14.32,44.76
JTOUSDT,254,short,3.66,3.731,-9.74,30.44
