
SOLUSDT,23,short,147.96,150.486,6.36,106.0
SOLUSDT,45,long,151.75,149.186,6.74,112.36
RLCUSDT,52,short,3.11,3.16,7.15,119.1
POWRUSDT,58,short,0.31,0.316,7.58,126.25
RLCUSDT,99,short,3.08,3.128,8.03,133.83
POWRUSDT,121,short,0.3,0.308,8.51,141.86
JTOUSDT,124,short,3.62,3.679,9.02,150.37
POWRUSDT,147,short,0.31,0.312,-30.32,108.27
JTOUSDT,173,long,3.58,3.515,6.89,114.77
YGGUSDT,200,short,0.89,0.906,7.3,121.66
JTOUSDT,217,short,3.62,3.679,7.74,128.96
JTOUSDT,237,long,3.63,3.565,8.2,136.7
SOLUSDT,245,long,154.4,151.787,8.69,144.9
YGGUSDT,249,short,0.88,0.897,-29.21,104.33
YGGUSDT,272,short,0.9,0.917,6.64,110.59
