
SOLUSDT,23,short,147.96,150.189,6.36,106.0
SOLUSDT,45,long,151.75,149.487,6.74,112.36
RLCUSDT,52,short,3.11,3.154,7.15,119.1
JTOUSDT,64,short,3.59,3.645,7.58,126.25
RLCUSDT,98,short,3.13,3.173,8.03,133.83
POWRUSDT,121,short,0.3,0.307,8.51,141.86
JTOUSDT,123,short,3.62,3.675,9.02,150.37
POWRUSDT,134,long,0.31,0.306,9.56,159.39
SOLUSDT,170,long,153.7,151.408,-29.07,121.14
YGGUSDT,200,short,0.89,0.904,7.7,128.41
SOLUSDT,208,short,154.07,156.395,8.17,136.11
SOLUSDT,245,long,154.4,152.094,8.66,144.28
FRONTUSDT,259,long,1.27,1.252,9.18,152.94
RLCUSDT,267,short,3.06,3.106,9.73,162.12
