
FRONTUSDT,25,short,1.14,1.158,13.44,112.0
JTOUSDT,47,short,3.55,3.615,-21.55,82.88
RLCUSDT,67,short,3.12,3.184,11.14,92.83
RLCUSDT,85,short,3.1,3.155,-17.86,68.69
JTOUSDT,105,short,3.61,3.681,9.23,76.93
YGGUSDT,110,short,0.88,0.896,-14.8,56.93
RLCUSDT,130,short,3.01,3.065,7.65,63.76
YGGUSDT,141,short,0.9,0.912,8.57,71.41
POWRUSDT,152,short,0.31,0.316,-13.74,52.84
RLCUSDT,163,short,2.97,3.03,7.1,59.18
JTOUSDT,171,short,3.53,3.601,7.95,66.28
POWRUSDT,193,short,0.32,0.321,-12.75,49.05
JTOUSDT,205,long,3.69,3.619,-9.44,36.3
