
RLCUSDT,26,short,2.9,2.979,-19.24,74.0
RLCUSDT,52,short,3.08,3.157,22.02,91.76
POWRUSDT,58,short,0.31,0.316,27.31,113.78
FRONTUSDT,84,long,1.21,1.18,33.86,141.09
RLCUSDT,98,short,3.1,3.176,41.99,174.95
JTOUSDT,108,long,3.66,3.566,52.07,216.94
POWRUSDT,121,short,0.3,0.307,64.56,269.01
POWRUSDT,134,long,0.31,0.306,80.06,333.57
SOLUSDT,179,short,149.41,153.204,-64.18,246.84
YGGUSDT,200,short,0.88,0.905,73.46,306.08
SOLUSDT,245,long,155.78,151.94,91.09,379.54
FRONTUSDT,259,long,1.28,1.251,112.95,470.63
