
WLDUSDC,12,long,5.91,5.815,-12.04,86.0
ARKMUSDT,14,long,2.69,2.645,-10.35,73.96
PHBUSDT,18,long,2.04,2.006,15.71,87.27
AIUSDT,25,long,1.16,1.144,-10.51,75.05
NFPUSDT,29,long,0.5,0.493,-9.04,64.54
PHBUSDT,36,long,2.04,2.009,-7.77,55.5
TRBUSDT,43,long,92.17,90.717,-6.68,47.73
NFPUSDT,47,long,0.5,0.497,10.14,56.32
FRONTUSDT,90,long,1.17,1.151,-6.78,48.44
ARKMUSDT,93,long,2.67,2.631,-5.83,41.66
NFPUSDT,95,long,0.51,0.503,8.85,49.16
TRBUSDT,105,long,92.58,91.121,10.44,58.01
ARKMUSDT,114,long,2.68,2.637,-6.98,49.89
WLDUSDT,120,long,5.82,5.723,10.6,58.87
FRONTUSDT,138,short,1.15,1.167,-7.09,50.63
