
NFPUSDT,22,long,0.5,0.492,18.56,116.0
FETUSDT,26,short,2.31,2.358,21.53,134.56
PHBUSDT,42,short,1.99,2.035,24.97,156.09
NFPUSDT,55,short,0.5,0.508,-30.03,115.51
PHBUSDT,84,short,2.03,2.071,-22.22,85.48
FRONTUSDT,89,short,1.14,1.159,-16.45,63.26
NFPUSDT,91,long,0.51,0.502,11.74,73.38
PHBUSDT,94,long,2.11,2.063,13.62,85.12
NFPUSDT,96,short,0.51,0.523,15.8,98.74
FRONTUSDT,100,long,1.18,1.156,-19.0,73.07
FRONTUSDT,105,short,1.14,1.161,13.56,84.76
PHBUSDT,109,long,2.11,2.063,15.73,98.32
FRONTUSDT,113,short,1.14,1.169,-18.92,72.76
NFPUSDT,125,short,0.49,0.499,-14.0,53.84
