
PHBUSDT,23,long,2.02,1.993,2.04,102.0
FRONTUSDT,30,short,1.14,1.158,2.08,104.04
NFPUSDT,35,short,0.5,0.505,-20.97,74.91
NFPUSDT,46,long,0.5,0.497,1.53,76.41
NFPUSDT,74,long,0.51,0.499,1.56,77.94
ARKMUSDT,93,long,2.68,2.639,1.59,79.5
FETUSDT,99,short,2.38,2.416,1.62,81.09
FRONTUSDT,115,long,1.16,1.141,1.65,82.71
WLDUSDT,118,long,5.8,5.714,1.69,84.36
ARKMUSDT,122,long,2.64,2.603,1.72,86.05
NFPUSDT,128,long,0.5,0.488,1.76,87.77
WLDUSDT,131,short,5.83,5.917,1.79,89.53
WLDUSDT,140,long,5.89,5.803,1.83,91.32
