
RLCUSDT,26,short,2.9,2.973,-17.16,78.0
RLCUSDT,31,long,3.06,2.992,23.21,96.72
POWRUSDT,34,long,0.31,0.306,28.78,119.93
YGGUSDT,59,long,0.92,0.9,35.69,148.71
FRONTUSDT,62,short,1.17,1.193,-25.52,115.99
RLCUSDT,67,short,3.1,3.178,34.52,143.83
RLCUSDT,75,short,3.01,3.082,-24.68,112.19
YGGUSDT,84,short,0.89,0.908,33.39,139.12
YGGUSDT,96,short,0.87,0.895,41.4,172.51
JTOUSDT,107,long,3.67,3.583,51.34,213.91
JTOUSDT,114,long,3.77,3.685,-36.71,166.85
RLCUSDT,116,short,2.99,3.06,49.65,206.89
POWRUSDT,133,long,0.31,0.305,61.57,256.54
RLCUSDT,157,short,2.93,2.996,-44.02,200.1
RLCUSDT,169,short,2.95,3.023,-34.34,156.08
RLCUSDT,191,short,2.98,3.055,46.45,193.54
POWRUSDT,238,short,0.32,0.322,-33.21,150.96
POWRUSDT,241,short,0.32,0.326,-25.91,117.75
SOLUSDT,244,long,156.34,152.799,35.04,146.01
