
YGGUSDT,34,long,0.88,0.871,6.36,106.0
JTOUSDT,48,short,3.55,3.603,6.74,112.36
YGGUSDT,52,long,0.9,0.887,7.15,119.1
SOLUSDT,54,long,156.0,153.824,7.58,126.25
SOLUSDT,66,short,155.1,157.289,8.03,133.83
YGGUSDT,80,short,0.89,0.906,8.51,141.86
JTOUSDT,91,short,3.59,3.637,9.02,150.37
JTOUSDT,105,short,3.62,3.674,9.56,159.39
RLCUSDT,130,short,3.02,3.059,10.14,168.95
JTOUSDT,137,short,3.57,3.616,10.75,179.09
POWRUSDT,139,long,0.31,0.306,11.39,189.84
POWRUSDT,152,short,0.31,0.315,12.07,201.23
POWRUSDT,157,long,0.31,0.31,12.8,213.3
RLCUSDT,163,short,2.98,3.024,13.57,226.1
YGGUSDT,170,long,0.9,0.886,-38.8,176.36
JTOUSDT,184,short,3.54,3.585,-30.26,137.56
RLCUSDT,192,short,3.01,3.05,8.75,145.81
POWRUSDT,203,short,0.32,0.323,9.27,154.56
POWRUSDT,212,short,0.32,0.322,9.83,163.83
FRONTUSDT,224,short,1.25,1.269,10.42,173.66
FRONTUSDT,234,short,1.26,1.275,11.04,184.08
YGGUSDT,236,short,0.88,0.895,11.71,195.12
SOLUSDT,242,short,153.44,155.599,12.41,206.83
JTOUSDT,254,short,3.66,3.713,-35.49,161.33
JTOUSDT,261,long,3.73,3.675,10.26,171.01
POWRUSDT,270,long,0.33,0.325,10.88,181.27
JTOUSDT,282,short,3.74,3.788,-31.11,141.39
YGGUSDT,284,short,0.89,0.907,-24.26,110.28
