
RNDRUSDT,21,long,10.34,10.232,2.04,102.0
RNDRUSDT,25,long,10.48,10.371,-15.06,83.64
ENAUSDC,30,long,0.9,0.895,1.71,85.31
RNDRUSDT,32,long,10.48,10.375,1.74,87.02
TRBUSDT,40,long,113.87,112.739,1.78,88.76
TRBUSDT,47,short,113.29,114.43,1.81,90.54
RNDRUSDT,54,long,10.59,10.488,1.85,92.35
ENAUSDC,57,long,0.91,0.904,1.88,94.2
IDEXUSDT,64,long,0.06,0.065,1.92,96.08
IDEXUSDT,77,long,0.07,0.065,1.96,98.0
TRBUSDT,81,long,110.34,109.245,2.0,99.96
JTOUSDT,83,long,3.81,3.775,-14.75,81.97
RNDRUSDT,90,short,10.74,10.848,1.67,83.61
RNDRUSDT,92,long,10.75,10.641,-12.34,68.56
ENAUSDC,94,long,0.91,0.904,1.4,69.93
RNDRUSDT,100,long,10.54,10.434,-10.32,57.34
IDEXUSDT,103,long,0.07,0.066,-8.46,47.02
JTOUSDT,105,long,3.76,3.728,0.96,47.96
TRBUSDT,110,long,111.05,109.948,0.98,48.92
TRBUSDT,115,long,112.33,111.207,1.0,49.9
PHBUSDT,119,short,2.35,2.376,1.02,50.9
POWRUSDT,121,long,0.34,0.337,-7.51,41.74
RNDRUSDT,126,long,10.7,10.589,0.85,42.57
PHBUSDT,131,long,2.34,2.311,0.87,43.42
ENAUSDC,136,long,0.95,0.941,0.89,44.29
JTOUSDT,23,short,3.62,3.653,2.04,102.0
JTOUSDT,25,long,3.63,3.596,-15.06,83.64
PHBUSDT,27,long,2.12,2.104,1.71,85.31
POWRUSDT,41,long,0.31,0.306,-12.59,69.95
JTOUSDT,52,long,3.53,3.497,1.43,71.35
TRBUSDT,56,long,91.17,90.261,1.46,72.78
TRBUSDT,60,long,92.79,91.862,1.48,74.24
TRBUSDT,62,long,94.18,93.237,1.51,75.72
TRBUSDT,69,short,94.06,95.008,1.54,77.23
PHBUSDT,75,long,2.14,2.119,-11.4,63.33
TRBUSDT,80,long,93.85,92.919,1.29,64.6
SOLUSDC,82,long,153.51,151.984,1.32,65.89
JTOUSDT,88,long,3.6,3.568,-9.73,54.03
RNDRUSDT,97,long,9.72,9.619,1.1,55.11
TRBUSDT,103,long,94.41,93.468,1.12,56.21
TRBUSDT,105,long,94.64,93.698,1.15,57.33
RNDRUSDT,109,long,9.69,9.59,1.17,58.48
SOLUSDC,114,long,152.46,150.937,1.19,59.65
RNDRUSDT,122,short,9.94,10.038,1.22,60.84
PHBUSDT,129,long,2.16,2.135,1.24,62.06
RNDRUSDT,135,long,10.01,9.914,1.27,63.3
TRBUSDT,137,long,94.59,93.65,-9.34,51.91
TRBUSDT,143,long,95.14,94.189,-7.66,42.57
POWRUSDT,145,long,0.32,0.316,0.87,43.42
RNDRUSDT,154,long,10.03,9.934,0.89,44.29
PHBUSDT,158,long,2.18,2.158,0.9,45.18
RNDRUSDT,160,long,10.08,9.977,0.92,46.08
RNDRUSDT,166,long,10.09,9.989,-6.8,37.79
