
RNDRUSDT,21,long,10.36,10.16,6.36,106.0
PEOPLEUSDT,23,short,0.02,0.026,-23.07,72.08
TRBUSDT,31,long,107.62,105.591,-15.68,49.01
IDEXUSDT,36,short,0.06,0.065,-10.67,33.33
JTOUSDT,23,short,3.61,3.678,6.36,106.0
PHBUSDT,27,long,2.13,2.089,6.74,112.36
TRBUSDT,36,short,94.85,96.66,7.15,119.1
POWRUSDT,41,long,0.31,0.304,-25.92,80.99
PHBUSDT,48,short,2.11,2.15,5.15,85.85
JTOUSDT,52,long,3.54,3.472,5.46,91.0
TRBUSDT,56,long,91.35,89.626,5.79,96.46
TRBUSDT,60,long,92.97,91.216,6.13,102.25
TRBUSDT,62,long,94.36,92.581,6.5,108.38
TRBUSDT,69,short,93.87,95.669,6.89,114.88
PHBUSDT,75,long,2.14,2.104,7.31,121.77
JTOUSDT,88,long,3.61,3.543,-26.5,82.8
TRBUSDT,103,long,94.6,92.81,5.27,87.77
RNDRUSDT,109,long,9.71,9.523,5.58,93.04
POWRUSDT,119,short,0.32,0.322,5.92,98.62
PHBUSDT,129,long,2.16,2.12,6.27,104.54
TRBUSDT,143,long,95.33,93.526,-22.75,71.09
TRBUSDT,153,long,93.1,91.345,4.52,75.36
RNDRUSDT,160,long,10.1,9.907,4.79,79.88
RNDRUSDT,191,short,10.06,10.254,5.08,84.67
JTOUSDT,201,long,3.66,3.586,5.38,89.75
TRBUSDT,207,long,96.21,94.394,5.71,95.13
PHBUSDT,210,long,2.22,2.176,-20.7,64.69
JTOUSDT,231,long,3.73,3.663,4.11,68.57
PHBUSDT,233,long,2.2,2.154,4.36,72.68
JTOUSDT,243,short,3.81,3.882,4.62,77.04
JTOUSDT,256,long,3.78,3.705,4.9,81.66
JTOUSDT,260,long,3.76,3.689,-17.77,55.53
JTOUSDT,267,long,3.72,3.653,3.53,58.86
PHBUSDT,275,long,2.27,2.223,-12.81,40.02
