
AEVOUSDT,15,long,2.84,2.807,8.64,108.0
AEVOUSDT,21,long,2.87,2.835,-13.0,92.88
BNXUSDT,34,long,0.52,0.516,-11.18,79.88
BELUSDT,58,long,0.98,0.972,6.9,86.27
MAVUSDT,66,long,0.7,0.692,-10.39,74.19
BNXUSDT,69,short,0.52,0.521,6.41,80.13
MAVUSDT,83,long,0.71,0.705,-9.65,68.91
JTOUSDT,91,long,4.28,4.236,-8.3,59.26
AEVOUSDT,95,long,2.82,2.788,-7.13,50.96
BNXUSDT,98,long,0.52,0.512,-6.14,43.83
AEVOUSDT,105,long,2.78,2.753,3.79,47.34
BELUSDT,107,long,0.97,0.961,-5.7,40.71
JTOUSDT,118,long,4.37,4.318,-4.9,35.01
