
NFPUSDT,24,short,0.5,0.502,-17.16,78.0
FETUSDT,27,short,2.33,2.358,4.96,82.68
NFPUSDT,37,long,0.5,0.494,5.26,87.64
FETUSDT,46,short,2.32,2.348,5.57,92.9
NFPUSDT,48,short,0.5,0.505,5.91,98.47
FRONTUSDT,66,long,1.14,1.127,6.26,104.38
WLDUSDT,70,short,5.68,5.766,-17.91,81.42
WLDUSDT,82,long,5.76,5.681,5.18,86.31
NFPUSDT,84,long,0.51,0.502,5.49,91.49
ARKMUSDT,94,short,2.67,2.707,-15.7,71.36
FETUSDT,100,long,2.41,2.379,-12.25,55.66
PHBUSDT,112,short,2.1,2.131,3.54,59.0
WLDUSDT,120,short,5.8,5.886,-10.12,46.02
