
JTOUSDT,21,short,3.49,3.582,-21.0,70.0
RLCUSDT,55,short,3.06,3.146,20.83,86.8
JTOUSDT,67,short,3.58,3.678,25.83,107.63
JTOUSDT,77,short,3.52,3.615,-22.6,75.34
YGGUSDT,92,short,0.89,0.913,22.42,93.42
RLCUSDT,100,short,3.01,3.096,27.8,115.84
POWRUSDT,112,long,0.31,0.301,-24.33,81.09
JTOUSDT,126,short,3.56,3.652,24.13,100.55
RLCUSDT,141,short,2.95,3.027,-21.11,70.38
YGGUSDT,202,short,0.88,0.904,-14.78,49.27
POWRUSDT,268,long,0.33,0.324,14.66,61.09
FRONTUSDT,272,short,1.24,1.276,18.18,75.75
JTOUSDT,280,short,3.7,3.805,-15.91,53.02
