
PHBUSDT,23,short,2.0,2.023,6.36,106.0
TRBUSDT,27,long,91.48,90.573,6.74,112.36
NFPUSDT,32,long,0.5,0.499,-13.53,96.63
WLDUSDT,42,short,5.68,5.735,6.15,102.43
FETUSDT,47,long,2.34,2.312,6.51,108.58
FETUSDT,67,short,2.32,2.34,-13.07,93.38
WLDUSDT,70,short,5.68,5.743,-11.24,80.31
FRONTUSDT,72,short,1.14,1.156,-9.67,69.07
PHBUSDT,78,long,2.02,2.005,4.39,73.21
FETUSDT,83,short,2.37,2.397,-8.81,62.96
TRBUSDT,87,long,91.3,90.391,4.0,66.74
ARKMUSDT,94,short,2.67,2.696,-8.04,57.4
FETUSDT,96,long,2.44,2.413,-6.91,49.36
NFPUSDT,100,long,0.51,0.508,-5.94,42.45
PHBUSDT,107,short,2.06,2.086,-5.11,36.51
