
PHBUSDT,12,long,2.02,1.992,2.04,102.0
NFPUSDT,23,long,0.5,0.493,2.08,104.04
PHBUSDT,27,long,1.99,1.96,2.12,106.12
NFPUSDT,29,long,0.5,0.496,2.16,108.24
AIUSDT,37,long,1.16,1.142,2.21,110.4
NFPUSDT,41,long,0.5,0.497,2.25,112.61
FRONTUSDT,64,short,1.15,1.166,-23.65,78.83
TRBUSDT,81,long,91.85,90.389,1.61,80.41
WLDUSDT,90,long,5.86,5.767,-16.89,56.29
WLDUSDT,96,long,5.77,5.677,1.15,57.42
FRONTUSDT,99,long,1.16,1.142,1.17,58.57
PHBUSDT,101,long,2.11,2.078,1.19,59.74
FRONTUSDT,104,short,1.15,1.17,-12.55,41.82
FRONTUSDT,114,short,1.16,1.176,0.85,42.66
WLDUSDT,127,long,5.89,5.794,0.87,43.51
