
AIUSDT,18,long,1.16,1.15,11.0,110.0
FRONTUSDT,24,long,1.16,1.145,12.1,121.0
PHBUSDT,26,long,2.02,1.996,-16.26,101.64
AIUSDT,31,long,1.17,1.151,11.18,111.8
TRBUSDT,41,long,90.14,88.974,12.3,122.98
FRONTUSDT,47,long,1.16,1.15,-16.53,103.3
WLDUSDT,50,long,5.8,5.729,-13.88,86.77
NFPUSDT,52,long,0.51,0.503,9.54,95.45
TRBUSDT,62,long,92.22,91.03,10.5,105.0
WLDUSDT,71,long,5.88,5.807,-14.11,88.2
RLCUSDT,76,long,2.86,2.823,9.7,97.02
TRBUSDT,87,long,92.31,91.116,10.67,106.72
FRONTUSDT,95,short,1.15,1.168,-14.34,89.64
FRONTUSDT,102,long,1.17,1.154,9.86,98.6
TRBUSDT,104,long,92.45,91.257,-13.25,82.82
RLCUSDT,122,short,2.92,2.962,-11.13,69.57
WLDUSDT,124,long,6.12,6.036,-9.35,58.44
FRONTUSDT,126,long,1.16,1.141,-7.85,49.09
TRBUSDT,131,short,90.32,91.507,5.4,54.0
