
AIUSDT,18,long,1.16,1.149,8.64,108.0
NFPUSDT,22,long,0.51,0.5,-15.94,88.56
AIUSDT,31,long,1.16,1.15,7.65,95.64
FRONTUSDT,45,short,1.14,1.159,-14.12,78.42
WLDUSDT,50,long,5.8,5.724,6.78,84.69
NFPUSDT,63,long,0.52,0.51,7.32,91.47
WLDUSDT,71,long,5.88,5.802,-13.5,75.01
WLDUSDT,77,long,5.79,5.711,6.48,81.01
PHBUSDT,82,long,2.12,2.091,-11.96,66.43
FRONTUSDT,95,short,1.15,1.169,-9.8,54.47
FRONTUSDT,102,long,1.17,1.152,4.71,58.83
WLDUSDT,108,long,5.9,5.829,5.08,63.54
WLDUSDT,124,long,6.11,6.03,-9.38,52.1
FRONTUSDT,126,long,1.16,1.14,-7.69,42.72
NFPUSDT,132,long,0.52,0.509,3.69,46.14
