
WLDUSDT,12,long,5.65,5.594,2.04,102.0
TRBUSDT,20,long,88.58,87.702,2.08,104.04
TRBUSDT,22,long,88.71,87.827,2.12,106.12
PHBUSDT,27,long,2.01,1.992,2.16,108.24
FRONTUSDT,32,short,1.15,1.159,-15.98,88.76
WLDUSDT,37,long,5.78,5.724,1.81,90.54
TRBUSDT,41,long,91.26,90.353,1.85,92.35
TRBUSDT,49,long,91.85,90.938,1.88,94.2
LPTUSDT,51,long,15.4,15.251,-13.9,77.24
WLDUSDT,58,long,5.86,5.802,-11.4,63.34
LPTUSDT,60,long,15.3,15.148,1.29,64.61
RLCUSDT,63,long,2.85,2.82,1.32,65.9
FRONTUSDT,72,short,1.15,1.164,-9.73,54.04
FRONTUSDT,82,short,1.16,1.169,-7.98,44.31
FRONTUSDT,89,long,1.16,1.152,0.9,45.2
TRBUSDT,91,long,92.08,91.166,0.92,46.1
RLCUSDT,109,short,2.94,2.965,0.94,47.02
FRONTUSDT,113,long,1.15,1.14,0.96,47.96
LPTUSDT,116,long,15.5,15.347,0.98,48.92
TRBUSDT,118,short,90.69,91.598,1.0,49.9
TRBUSDT,125,long,90.97,90.061,-7.37,40.92
LPTUSDT,135,long,15.7,15.547,0.83,41.74
TRBUSDT,139,short,91.23,92.147,-6.16,34.23
