
FRONTUSDT,13,short,1.15,1.159,-14.76,82.0
WLDUSDT,18,long,5.79,5.724,3.41,85.28
ENAUSDT,33,short,0.83,0.838,3.55,88.69
WLDUSDT,39,long,5.87,5.802,-13.09,72.73
ENAUSDT,42,long,0.83,0.825,3.03,75.64
WLDUSDT,45,long,5.77,5.711,3.15,78.67
FRONTUSDT,48,long,1.16,1.149,3.27,81.82
FRONTUSDT,53,short,1.15,1.164,-12.08,67.09
FRONTUSDT,63,short,1.16,1.169,-9.9,55.01
FRONTUSDT,70,long,1.16,1.152,2.29,57.21
FRONTUSDT,78,long,1.16,1.144,2.38,59.5
WLDUSDT,92,long,6.1,6.03,-8.78,48.79
FRONTUSDT,94,long,1.15,1.14,2.03,50.74
PHBUSDT,101,long,2.22,2.192,-7.49,41.61
WLDUSDT,110,short,6.24,6.314,-6.14,34.12
