
FRONTUSDT,13,short,1.14,1.158,-13.44,84.0
WLDUSDT,18,long,5.8,5.729,-11.29,70.56
TRBUSDT,22,long,91.62,90.444,7.76,77.62
ENAUSDC,33,short,0.82,0.836,8.54,85.38
WLDUSDT,39,long,5.88,5.807,-11.48,71.72
RLCUSDT,44,long,2.86,2.823,7.89,78.89
TRBUSDT,55,long,92.31,91.116,8.68,86.78
FRONTUSDT,63,short,1.15,1.168,-11.66,72.9
ENAUSDC,70,long,0.89,0.879,-9.8,61.24
WLDUSDT,76,long,5.91,5.835,6.74,67.36
ENAUSDC,79,long,0.9,0.885,-9.05,56.58
RLCUSDT,90,short,2.92,2.962,-7.6,47.53
WLDUSDC,92,long,6.12,6.039,-6.39,39.93
