
FRONTUSDT,13,short,1.14,1.165,-20.16,72.0
RLCUSDT,23,long,2.87,2.816,9.68,80.64
TRBUSDT,30,long,92.31,90.481,10.84,90.32
ENAUSDT,33,short,0.83,0.842,12.14,101.16
WLDUSDT,39,long,5.89,5.772,-20.4,72.84
ENAUSDT,42,long,0.84,0.821,9.79,81.58
RLCUSDT,44,long,2.86,2.806,10.96,91.37
FRONTUSDT,63,short,1.15,1.175,12.28,102.33
TRBUSDT,72,long,92.54,90.707,-20.63,73.68
RLCUSDT,90,short,2.92,2.98,-14.85,53.05
TRBUSDT,99,short,90.23,92.054,7.13,59.42
PHBUSDT,109,long,2.22,2.171,-11.98,42.78
WLDUSDT,115,short,6.24,6.363,-8.62,30.8
