
NFPUSDT,17,long,0.5,0.493,-12.04,86.0
PHBUSDT,24,long,2.04,2.009,-10.35,73.96
NFPUSDT,35,long,0.5,0.497,15.71,87.27
FRONTUSDT,76,short,1.14,1.157,-10.51,75.05
FRONTUSDT,78,long,1.17,1.151,-9.04,64.54
WLDUSDT,81,long,5.83,5.735,-7.77,55.5
NFPUSDT,83,long,0.51,0.503,11.79,65.49
NFPUSDT,94,long,0.52,0.511,13.91,77.28
WLDUSDT,102,long,5.91,5.813,-9.3,66.46
FETUSDT,104,long,2.42,2.382,-8.0,57.16
WLDUSDT,108,long,5.82,5.723,12.14,67.45
PHBUSDT,120,short,2.1,2.133,-8.12,58.01
FRONTUSDT,126,short,1.15,1.167,-6.98,49.89
NFPUSDT,131,long,0.5,0.495,-6.01,42.91
WLDUSDT,139,long,5.93,5.841,9.11,50.63
