
TRBUSDT,13,long,92.49,91.03,18.56,116.0
ENAUSDT,15,short,0.82,0.837,21.53,134.56
WLDUSDT,22,long,5.9,5.807,-18.08,113.03
ENAUSDT,24,long,0.84,0.826,20.98,131.11
RLCUSDT,27,long,2.87,2.823,24.33,152.09
FRONTUSDT,46,short,1.15,1.168,-20.44,127.76
ENAUSDC,52,long,0.89,0.879,-17.17,107.32
WLDUSDT,59,long,5.93,5.835,19.92,124.49
RLCUSDT,73,short,2.92,2.962,-16.73,104.57
WLDUSDT,75,long,6.13,6.036,-14.05,87.84
FRONTUSDT,77,long,1.16,1.141,-11.81,73.79
PHBUSDT,84,long,2.23,2.195,-9.92,61.98
TRBUSDT,89,long,91.6,90.152,-8.33,52.06
PHBUSDT,100,long,2.16,2.13,-7.0,43.73
TRBUSDT,103,short,90.59,92.055,-5.88,36.73
