
RLCUSDT,13,long,2.84,2.785,13.44,112.0
PHBUSDT,16,long,2.02,1.98,15.05,125.44
WLDUSDC,26,long,5.81,5.689,16.86,140.49
RLCUSDT,31,long,2.87,2.813,18.88,157.35
TRBUSDT,38,long,92.31,90.389,21.15,176.23
WLDUSDC,47,long,5.89,5.767,-37.01,123.36
RLCUSDT,52,long,2.86,2.803,16.58,138.16
FRONTUSDT,71,short,1.15,1.176,18.57,154.74
TRBUSDT,80,long,92.54,90.615,-32.5,108.32
RLCUSDT,98,short,2.92,2.983,-22.75,75.82
PHBUSDT,109,long,2.23,2.179,-15.92,53.07
TRBUSDT,114,long,91.42,89.518,7.13,59.44
PHBUSDT,125,long,2.16,2.115,-12.48,41.61
RLCUSDT,130,long,3.14,3.076,-8.74,29.13
