
RLCUSDT,13,long,2.86,2.796,26.84,122.0
TRBUSDT,17,long,90.67,88.706,32.74,148.84
FRONTUSDT,23,long,1.17,1.147,-25.54,116.1
NMRUSDT,36,short,26.5,27.087,-19.92,90.56
RLCUSDT,39,short,2.83,2.896,24.31,110.48
ENAUSDT,50,long,0.84,0.823,29.65,134.79
RLCUSDT,52,long,2.88,2.815,36.18,164.44
PHBUSDT,65,short,2.1,2.142,-28.22,128.26
FRONTUSDT,71,short,1.15,1.172,-22.01,100.04
FRONTUSDT,78,long,1.18,1.15,-17.17,78.03
TRBUSDT,80,long,93.0,90.982,-13.39,60.86
RLCUSDT,98,short,2.91,2.971,-10.44,47.47
TRBUSDT,107,short,89.78,91.78,-8.15,37.03
