
RLCUSDT,13,long,2.85,2.804,18.56,116.0
PHBUSDT,16,long,2.03,1.994,21.53,134.56
WLDUSDC,26,long,5.82,5.729,-18.08,113.03
NMRUSDT,28,long,27.05,26.623,20.98,131.11
TRBUSDT,38,long,92.49,91.03,24.33,152.09
ENAUSDT,41,short,0.82,0.837,28.23,176.42
WLDUSDC,47,long,5.9,5.808,-23.71,148.19
ENAUSDT,50,long,0.84,0.826,27.5,171.9
RLCUSDT,52,long,2.87,2.823,31.9,199.4
FRONTUSDT,71,short,1.15,1.168,-26.8,167.5
FRONTUSDT,78,long,1.17,1.154,-22.51,140.7
TRBUSDT,80,long,92.72,91.257,-18.91,118.19
RLCUSDT,98,short,2.92,2.962,-15.88,99.28
WLDUSDC,100,long,6.14,6.039,-13.34,83.4
FRONTUSDT,102,long,1.16,1.141,-11.21,70.06
PHBUSDT,109,long,2.23,2.195,-9.42,58.85
TRBUSDT,114,long,91.6,90.152,-7.91,49.43
PHBUSDT,125,long,2.16,2.13,-6.64,41.52
TRBUSDT,128,short,90.59,92.055,-5.58,34.88
