
RLCUSDT,13,long,2.83,2.79,2.04,102.0
PHBUSDT,16,long,2.01,1.984,2.08,104.04
FRONTUSDT,21,short,1.15,1.164,-20.02,76.99
TRBUSDT,38,long,91.85,90.572,1.57,78.53
ENAUSDT,41,short,0.83,0.841,1.6,80.1
WLDUSDC,47,long,5.86,5.779,-15.41,59.27
ENAUSDT,50,long,0.83,0.822,1.21,60.46
WLDUSDT,53,long,5.77,5.688,1.23,61.67
FRONTUSDT,56,long,1.16,1.144,1.26,62.9
PHBUSDT,58,long,2.11,2.083,1.28,64.16
FRONTUSDT,61,short,1.15,1.168,-12.34,47.48
FRONTUSDT,71,short,1.16,1.174,0.97,48.43
WLDUSDC,84,long,5.89,5.807,0.99,49.4
RLCUSDT,98,short,2.94,2.977,1.01,50.39
FRONTUSDT,102,long,1.15,1.136,1.03,51.4
TRBUSDT,107,short,90.69,91.963,1.05,52.43
PHBUSDT,117,long,2.2,2.173,-10.09,38.8
