
RLCUSDT,13,long,2.86,2.796,26.84,122.0
TRBUSDT,17,long,90.67,88.706,32.74,148.84
WLDUSDC,26,long,5.84,5.712,39.95,181.58
TRBUSDT,38,long,92.77,90.755,48.74,221.53
WLDUSDC,47,long,5.92,5.79,-38.01,172.79
RLCUSDT,52,long,2.88,2.815,46.38,210.8
PHBUSDT,65,short,2.1,2.142,-36.17,164.42
FRONTUSDT,71,short,1.15,1.172,-28.21,128.25
TRBUSDT,80,long,93.0,90.982,-22.01,100.03
RLCUSDT,98,short,2.91,2.971,-17.16,78.02
TRBUSDT,107,short,89.78,91.78,-13.39,60.86
PHBUSDT,125,long,2.17,2.123,-10.44,47.47
TRBUSDT,128,short,90.32,92.33,-8.15,37.03
