
NFPUSDT,17,long,0.5,0.493,-13.44,84.0
PHBUSDT,24,long,2.03,2.007,-11.29,70.56
NFPUSDT,35,long,0.5,0.497,4.49,74.79
NFPUSDT,51,long,0.51,0.5,-10.05,62.82
ARKMUSDT,62,long,2.58,2.556,4.0,66.59
ARKMUSDT,68,long,2.61,2.579,4.24,70.59
NFPUSDT,71,long,0.51,0.5,4.49,74.83
FRONTUSDT,76,short,1.14,1.158,-10.06,62.86
WLDUSDT,81,long,5.79,5.729,-8.45,52.8
NFPUSDT,83,long,0.51,0.503,3.36,55.97
NFPUSDT,94,long,0.52,0.51,3.56,59.33
FETUSDT,96,short,2.41,2.435,3.77,62.89
WLDUSDT,102,long,5.87,5.807,-8.45,52.83
FETUSDT,104,long,2.41,2.38,-7.1,44.38
WLDUSDT,108,long,5.78,5.717,2.82,47.04
PHBUSDT,113,long,2.12,2.093,-6.32,39.51
