
FRONTUSDT,24,long,1.17,1.146,-16.0,80.0
RLCUSDT,55,short,3.06,3.118,-12.8,64.0
JTOUSDT,63,long,3.62,3.549,15.36,76.8
JUPUSDT,70,short,1.16,1.185,-12.29,61.44
JUPUSDT,96,long,1.18,1.152,-9.83,49.15
JTOUSDT,121,long,3.67,3.594,11.8,58.98
JUPUSDT,137,short,1.12,1.144,14.16,70.78
POWRUSDT,147,long,0.31,0.304,16.99,84.94
WIFUSDT,156,short,3.38,3.451,20.39,101.93
WIFUSDT,169,long,3.39,3.325,-16.31,81.54
JUPUSDT,186,long,1.13,1.11,-13.05,65.23
POWRUSDT,198,long,0.32,0.313,15.66,78.28
FRONTUSDT,241,long,1.27,1.249,-12.52,62.62
JUPUSDT,258,long,1.14,1.122,15.03,75.14
WIFUSDT,277,short,3.47,3.54,18.03,90.17
