
RLCUSDT,23,long,2.88,2.838,15.96,114.0
RLCUSDT,38,short,2.91,2.954,-15.32,95.76
JUPUSDT,46,long,1.15,1.129,-12.87,80.44
POWRUSDT,51,long,0.31,0.307,12.84,91.7
WIFUSDC,61,long,3.42,3.369,14.64,104.54
JUPUSDT,69,short,1.16,1.181,-14.05,87.81
RLCUSDT,81,long,3.14,3.098,14.01,100.1
JUPUSDT,95,long,1.18,1.159,-13.45,84.08
JTOUSDT,106,long,3.64,3.59,-11.3,70.63
WIFUSDC,120,long,3.4,3.346,-9.49,59.33
POWRUSDT,125,long,0.31,0.304,-7.97,49.84
RLCUSDT,145,long,3.06,3.02,-6.7,41.87
POWRUSDT,167,long,0.32,0.311,-5.63,35.17
