
WIFUSDT,21,long,3.3,3.253,4.16,104.0
JUPUSDT,27,long,1.12,1.104,4.33,108.16
JUPUSDT,31,short,1.12,1.135,-21.81,77.88
JUPUSDT,45,long,1.14,1.127,-15.7,56.07
FRONTUSDT,47,long,1.17,1.147,2.33,58.31
RLCUSDT,54,short,3.17,3.221,2.43,60.64
RLCUSDT,60,short,3.14,3.195,2.52,63.07
FRONTUSDT,64,long,1.17,1.153,2.62,65.59
POWRUSDT,68,short,0.31,0.317,2.73,68.21
JUPUSDT,85,short,1.16,1.18,2.84,70.94
RLCUSDT,88,short,3.07,3.12,2.95,73.78
JUPUSDT,95,long,1.17,1.152,-14.87,53.12
WIFUSDT,100,short,3.49,3.549,2.21,55.24
JTOUSDT,107,long,3.62,3.567,-11.14,39.77
