
JUPUSDT,25,long,1.13,1.119,-12.04,86.0
FRONTUSDT,47,long,1.17,1.155,-10.35,73.96
RLCUSDT,57,long,3.2,3.16,8.14,81.36
POWRUSDT,60,long,0.31,0.31,8.95,89.5
JTOUSDT,63,short,3.55,3.588,-10.78,76.97
JUPUSDT,72,long,1.19,1.172,-9.27,66.19
JUPUSDT,84,short,1.17,1.18,7.28,72.81
JUPUSDT,98,short,1.15,1.16,8.01,80.09
RLCUSDT,111,long,3.2,3.16,-9.64,68.88
JTOUSDT,114,long,3.59,3.544,-8.29,59.24
JTOUSDT,122,short,3.58,3.626,-7.13,50.95
JTOUSDT,128,long,3.72,3.677,5.61,56.05
JTOUSDT,137,long,3.68,3.635,-6.75,48.2
POWRUSDT,148,short,0.3,0.309,-5.8,41.45
POWRUSDT,157,long,0.31,0.308,4.56,45.59
POWRUSDT,168,short,0.31,0.314,5.02,50.15
WIFUSDT,181,short,3.31,3.346,-6.04,43.13
POWRUSDT,187,long,0.32,0.317,-5.19,37.09
