
WIFUSDT,23,short,3.24,3.302,-18.24,76.0
JUPUSDT,31,long,1.13,1.113,12.13,86.64
JUPUSDT,46,short,1.12,1.145,13.83,98.77
JUPUSDT,57,long,1.15,1.127,15.76,112.6
POWRUSDT,62,short,0.31,0.316,17.97,128.36
JUPUSDT,88,short,1.14,1.161,20.49,146.33
JTOUSDT,90,short,3.54,3.607,-26.69,111.21
JUPUSDT,99,long,1.17,1.147,-20.28,84.52
JTOUSDT,115,short,3.48,3.55,-15.42,64.24
JUPUSDT,124,long,1.15,1.13,10.25,73.23
JTOUSDT,138,short,3.61,3.675,11.69,83.48
POWRUSDT,149,long,0.31,0.306,13.32,95.17
POWRUSDT,169,long,0.32,0.311,-17.36,72.33
JTOUSDT,171,long,3.6,3.533,-13.19,54.97
WIFUSDT,181,long,3.37,3.303,8.77,62.67
JUPUSDT,185,short,1.11,1.127,10.0,71.44
WIFUSDT,194,short,3.3,3.361,-13.03,54.29
POWRUSDT,216,short,0.32,0.321,-9.9,41.26
JTOUSDT,250,long,3.67,3.601,6.59,47.04
JUPUSDT,258,long,1.14,1.12,7.51,53.63
JUPUSDT,265,short,1.12,1.146,-9.78,40.76
JUPUSDT,268,long,1.16,1.136,6.51,46.47
