
JTOUSDT,23,long,3.58,3.493,11.0,110.0
BOMEUSDC,26,long,0.01,0.011,12.1,121.0
WIFUSDT,37,long,3.38,3.307,13.31,133.1
JTOUSDT,41,long,3.58,3.497,14.64,146.41
JTOUSDT,62,long,3.61,3.525,16.11,161.05
JTOUSDT,69,long,3.66,3.581,-37.11,103.07
RLCUSDT,76,long,3.1,3.03,11.34,113.38
RLCUSDT,85,short,3.1,3.172,12.47,124.72
POWRUSDT,93,long,0.31,0.303,-28.74,79.82
POWRUSDT,118,long,0.3,0.298,8.78,87.8
RLCUSDT,124,long,3.07,2.999,-20.23,56.19
RLCUSDT,143,long,3.05,2.976,6.18,61.81
JTOUSDT,150,long,3.62,3.537,-14.24,39.56
