
POWRUSDT,21,short,0.3,0.308,-18.24,76.0
JUPUSDT,49,short,1.11,1.136,-13.86,57.76
JUPUSDT,59,long,1.15,1.129,12.27,68.16
JTOUSDT,63,long,3.62,3.542,14.48,80.43
POWRUSDT,73,short,0.31,0.316,17.08,94.91
FRONTUSDT,88,short,1.17,1.192,20.16,111.99
JTOUSDT,91,short,3.54,3.619,-20.43,85.11
JTOUSDT,110,long,3.64,3.566,-15.52,64.68
JTOUSDT,115,short,3.48,3.55,-11.8,49.16
JTOUSDT,123,long,3.65,3.57,10.44,58.01
JUPUSDT,125,long,1.15,1.131,12.32,68.45
POWRUSDT,136,short,0.3,0.307,14.54,80.77
WIFUSDC,141,short,3.32,3.392,-14.73,61.39
RLCUSDT,148,long,3.07,3.01,-11.2,46.66
JUPUSDT,158,short,1.12,1.138,9.91,55.06
POWRUSDT,168,long,0.32,0.31,11.69,64.97
JTOUSDT,176,short,3.51,3.585,-11.85,49.38
WIFUSDT,186,short,3.35,3.417,10.49,58.27
POWRUSDT,190,short,0.31,0.317,-10.63,44.29
POWRUSDT,211,long,0.32,0.314,9.41,52.26
WIFUSDT,224,short,3.37,3.443,11.1,61.67
JTOUSDT,232,short,3.6,3.672,13.1,72.77
JTOUSDT,251,long,3.67,3.596,15.46,85.87
JUPUSDT,257,long,1.15,1.125,-15.66,65.26
JUPUSDT,260,long,1.14,1.116,13.86,77.01
JTOUSDT,263,long,3.68,3.603,16.36,90.87
JUPUSDT,269,long,1.17,1.142,19.3,107.23
FRONTUSDT,274,long,1.28,1.252,22.78,126.53
