
RLCUSDT,26,short,2.88,2.945,-21.76,68.0
JUPUSDT,32,long,1.13,1.108,9.14,76.16
RLCUSDT,43,long,3.02,2.95,10.24,85.3
JUPUSDT,50,long,1.14,1.114,11.46,95.54
RLCUSDT,62,long,3.17,3.103,12.84,107.0
POWRUSDT,76,long,0.32,0.309,-23.28,72.76
RLCUSDT,95,long,3.13,3.063,9.78,81.49
POWRUSDT,103,short,0.3,0.312,10.95,91.27
RLCUSDT,116,long,3.12,3.048,-19.86,62.06
WIFUSDT,127,short,3.38,3.455,-13.5,42.2
RLCUSDT,134,short,2.99,3.054,5.67,47.26
JTOUSDT,142,long,3.63,3.549,6.35,52.93
RLCUSDT,147,short,3.01,3.074,7.11,59.28
JUPUSDT,154,short,1.13,1.151,7.97,66.39
JTOUSDT,161,short,3.51,3.591,-14.45,45.15
RLCUSDT,174,short,2.94,3.011,-9.82,30.7
