,open_time,open,high,low,close,VOLUME,close_time
0,1711376820000,0.17887,0.17894,0.17806,0.1783,2773259.0,1711376879999
1,1711376880000,0.17829,0.17833,0.17794,0.17795,2359483.0,1711376939999
2,1711376940000,0.17799,0.17894,0.17794,0.17872,2323092.0,1711376999999
3,1711377000000,0.17869,0.1794,0.17782,0.17928,2871974.0,1711377059999
4,1711377060000,0.17921,0.17966,0.17826,0.17908,3466191.0,1711377119999
5,1711377120000,0.1791,0.17969,0.17858,0.179,2943399.0,1711377179999
6,1711377180000,0.179,0.1811,0.17881,0.17995,8773637.0,1711377239999
7,1711377240000,0.18,0.18038,0.17958,0.17988,4049872.0,1711377299999
8,1711377300000,0.17993,0.18251,0.17909,0.18161,8499046.0,1711377359999
9,1711377360000,0.18161,0.18205,0.18047,0.18117,5558319.0,1711377419999
10,1711377420000,0.18121,0.18177,0.18087,0.18106,3865689.0,1711377479999
11,1711377480000,0.18106,0.18139,0.18029,0.18061,3046071.0,1711377539999
12,1711377540000,0.18059,0.1815,0.18041,0.18109,2334350.0,1711377599999
13,1711377600000,0.18108,0.1815,0.18056,0.18088,2573141.0,1711377659999
14,1711377660000,0.18087,0.181,0.18004,0.18017,3215919.0,1711377719999
15,1711377720000,0.18018,0.18045,0.17986,0.17997,3285934.0,1711377779999
16,1711377780000,0.17997,0.18062,0.17986,0.18004,2202637.0,1711377839999
17,1711377840000,0.18001,0.18086,0.17982,0.18041,2168765.0,1711377899999
18,1711377900000,0.18043,0.1818,0.18043,0.18158,3532798.0,1711377959999
19,1711377960000,0.18158,0.18172,0.18063,0.18085,2706857.0,1711378019999
20,1711378020000,0.18086,0.18129,0.18021,0.1803,2212543.0,1711378079999
21,1711378080000,0.1803,0.18031,0.17957,0.17973,3302428.0,1711378139999
22,1711378140000,0.17973,0.18044,0.17954,0.18002,3148716.0,1711378199999
23,1711378200000,0.17997,0.18013,0.17877,0.17887,3158616.0,1711378259999
24,1711378260000,0.17881,0.1794,0.17876,0.17916,2389919.0,1711378319999
25,1711378320000,0.17917,0.1801,0.179,0.17931,1782446.0,1711378379999
26,1711378380000,0.17929,0.17984,0.17844,0.17852,3446500.0,1711378439999
27,1711378440000,0.17852,0.17922,0.17806,0.17874,4219550.0,1711378499999
28,1711378500000,0.17878,0.17896,0.17805,0.17837,2630714.0,1711378559999
29,1711378560000,0.17834,0.17867,0.17796,0.17861,2998163.0,1711378619999
30,1711378620000,0.17864,0.17935,0.17809,0.17819,2725386.0,1711378679999
31,1711378680000,0.17818,0.17893,0.17785,0.17863,1539153.0,1711378739999
32,1711378740000,0.17863,0.179,0.17815,0.179,1411201.0,1711378799999
33,1711378800000,0.17899,0.17914,0.17766,0.17798,3729371.0,1711378859999
34,1711378860000,0.17798,0.17956,0.17776,0.17857,3619125.0,1711378919999
35,1711378920000,0.17856,0.17857,0.17767,0.17817,1983121.0,1711378979999
36,1711378980000,0.1782,0.1782,0.17749,0.17754,2316174.0,1711379039999
37,1711379040000,0.17753,0.17843,0.17749,0.17831,2026012.0,1711379099999
38,1711379100000,0.17836,0.17957,0.17811,0.17944,2323983.0,1711379159999
39,1711379160000,0.17949,0.18017,0.17943,0.18012,3750543.0,1711379219999
40,1711379220000,0.18009,0.1804,0.17964,0.17981,2255660.0,1711379279999
41,1711379280000,0.17979,0.18057,0.1792,0.18028,2612227.0,1711379339999
42,1711379340000,0.18028,0.18056,0.17914,0.17959,1945669.0,1711379399999
43,1711379400000,0.17963,0.18028,0.17934,0.17962,1693503.0,1711379459999
44,1711379460000,0.17962,0.17962,0.17818,0.17826,2229178.0,1711379519999
45,1711379520000,0.17826,0.17886,0.17809,0.17812,1209036.0,1711379579999
46,1711379580000,0.17812,0.17841,0.1781,0.17827,767618.0,1711379639999
47,1711379640000,0.17825,0.1789,0.17806,0.17877,1147935.0,1711379699999
48,1711379700000,0.1788,0.17975,0.17855,0.17971,2209132.0,1711379759999
49,1711379760000,0.1797,0.18042,0.17967,0.1798,2283704.0,1711379819999
50,1711379820000,0.17983,0.1803,0.17966,0.18018,1698429.0,1711379879999
51,1711379880000,0.18018,0.18072,0.18007,0.18039,1800728.0,1711379939999
52,1711379940000,0.18046,0.18047,0.17939,0.17991,1604902.0,1711379999999
53,1711380000000,0.1799,0.18,0.17957,0.17983,834797.0,1711380059999
54,1711380060000,0.17981,0.18099,0.17981,0.18014,2351147.0,1711380119999
55,1711380120000,0.18015,0.18045,0.17997,0.17997,953680.0,1711380179999
56,1711380180000,0.17998,0.18028,0.17994,0.18012,931409.0,1711380239999
57,1711380240000,0.18013,0.18028,0.17916,0.17982,1486977.0,1711380299999
58,1711380300000,0.1798,0.18006,0.1794,0.17947,982621.0,1711380359999
59,1711380360000,0.17948,0.18043,0.17948,0.18036,1128007.0,1711380419999
60,1711380420000,0.18041,0.18147,0.18024,0.18134,3158256.0,1711380479999
61,1711380480000,0.18135,0.1819,0.18108,0.18152,3781049.0,1711380539999
62,1711380540000,0.1815,0.1823,0.18118,0.18226,2847349.0,1711380599999
63,1711380600000,0.18222,0.18489,0.18218,0.18285,13149311.0,1711380659999
64,1711380660000,0.18285,0.18349,0.18216,0.18312,4315779.0,1711380719999
65,1711380720000,0.18312,0.18333,0.18243,0.18295,2598335.0,1711380779999
66,1711380780000,0.18292,0.18296,0.182,0.18221,2461954.0,1711380839999
67,1711380840000,0.18218,0.18268,0.18192,0.18222,2253338.0,1711380899999
68,1711380900000,0.18216,0.18224,0.1818,0.18193,1480075.0,1711380959999
69,1711380960000,0.18196,0.18257,0.18175,0.18228,2283283.0,1711381019999
70,1711381020000,0.18231,0.18366,0.182,0.183,3087979.0,1711381079999
71,1711381080000,0.18302,0.1836,0.1829,0.18294,1564770.0,1711381139999
72,1711381140000,0.18294,0.184,0.1828,0.18288,3996581.0,1711381199999
73,1711381200000,0.18288,0.18319,0.18209,0.18248,2099181.0,1711381259999
74,1711381260000,0.1825,0.18879,0.18236,0.18733,14667451.0,1711381319999
75,1711381320000,0.18732,0.195,0.18718,0.1922,26176543.0,1711381379999
76,1711381380000,0.19215,0.1927,0.19036,0.19068,8989677.0,1711381439999
77,1711381440000,0.19062,0.1912,0.19003,0.19013,4189058.0,1711381499999
78,1711381500000,0.19013,0.19095,0.18893,0.189,8359730.0,1711381559999
79,1711381560000,0.189,0.19077,0.18849,0.18877,5223782.0,1711381619999
80,1711381620000,0.18873,0.19041,0.1887,0.18924,3496010.0,1711381679999
81,1711381680000,0.18922,0.18977,0.18851,0.18965,3146273.0,1711381739999
82,1711381740000,0.18964,0.19044,0.18934,0.19007,2727261.0,1711381799999
83,1711381800000,0.19007,0.1905,0.18698,0.18728,6872345.0,1711381859999
84,1711381860000,0.18728,0.1894,0.18641,0.18877,7014085.0,1711381919999
85,1711381920000,0.18872,0.19,0.18872,0.18884,3584368.0,1711381979999
