
WLDUSDC,12,long,5.87,5.792,-17.16,78.0
ARKMUSDT,14,long,2.67,2.635,4.96,82.68
TRBUSDT,19,long,91.29,90.019,-14.19,64.49
USTCUSDT,21,short,0.02,0.02,4.1,68.36
NFPUSDT,29,long,0.5,0.491,4.35,72.46
PHBUSDT,36,long,2.03,2.001,4.61,76.81
NFPUSDT,47,long,0.5,0.495,4.89,81.42
AIUSDT,61,long,1.16,1.146,5.18,86.31
NFPUSDT,65,long,0.51,0.499,-14.81,67.32
ARKMUSDT,74,long,2.58,2.549,4.28,71.36
ARKMUSDT,80,long,2.61,2.571,4.54,75.64
PHBUSDT,83,long,2.02,1.988,4.81,80.18
FRONTUSDT,88,short,1.14,1.161,-13.76,62.54
ARKMUSDT,93,long,2.66,2.62,-10.73,48.78
NFPUSDT,95,long,0.51,0.501,3.1,51.71
TRBUSDT,105,long,92.04,90.755,3.29,54.81
ARKMUSDT,114,long,2.66,2.626,-9.4,42.75
WLDUSDT,120,long,5.78,5.7,2.72,45.32
ARKMUSDT,124,long,2.62,2.582,2.88,48.04
