
RLCUSDT,13,long,2.86,2.804,26.84,122.0
TRBUSDT,17,long,90.67,88.974,32.74,148.84
FRONTUSDT,23,long,1.17,1.15,-20.0,125.03
WLDUSDC,26,long,5.84,5.729,-16.8,105.03
TRBUSDT,30,long,92.17,90.444,28.19,128.14
ENAUSDT,41,short,0.82,0.837,-17.22,107.64
RLCUSDT,52,long,2.88,2.823,28.89,131.32
FRONTUSDT,71,short,1.15,1.168,-17.65,110.31
FRONTUSDT,78,long,1.18,1.154,-14.83,92.66
TRBUSDT,80,long,93.0,91.257,-12.45,77.83
RLCUSDT,98,short,2.91,2.962,-10.46,65.38
WLDUSDC,100,long,6.15,6.039,-8.79,54.92
FRONTUSDT,102,long,1.16,1.141,-7.38,46.13
TRBUSDT,107,short,89.78,91.507,-6.2,38.75
