
RLCUSDT,13,long,2.83,2.801,4.16,104.0
FRONTUSDT,21,short,1.15,1.159,-15.35,85.28
WLDUSDT,26,long,5.79,5.724,3.55,88.69
ENAUSDT,41,short,0.83,0.838,3.69,92.24
WLDUSDT,47,long,5.87,5.802,-13.62,75.64
ENAUSDT,50,long,0.83,0.825,3.15,78.67
WLDUSDT,53,long,5.77,5.711,3.27,81.82
FRONTUSDT,56,long,1.16,1.149,3.4,85.09
FRONTUSDT,61,short,1.15,1.164,-12.56,69.77
FRONTUSDT,71,short,1.16,1.169,-10.3,57.21
FRONTUSDT,78,long,1.16,1.152,2.38,59.5
FRONTUSDT,86,long,1.16,1.144,2.48,61.88
WLDUSDT,100,long,6.1,6.03,-9.13,50.74
FRONTUSDT,102,long,1.15,1.14,2.11,52.77
PHBUSDT,109,long,2.22,2.192,-7.79,43.27
WLDUSDT,118,short,6.24,6.314,-6.39,35.48
