
RLCUSDT,26,long,2.97,2.938,6.36,106.0
RLCUSDT,44,long,3.19,3.157,6.74,112.36
POWRUSDT,58,long,0.32,0.312,-13.53,96.63
FRONTUSDT,84,short,1.18,1.196,6.15,102.43
RLCUSDT,98,long,3.16,3.132,-12.33,88.09
JTOUSDT,124,long,3.66,3.625,-10.61,75.76
SOLUSDT,126,long,153.52,151.997,-9.12,65.15
YGGUSDT,150,long,0.9,0.888,-7.84,56.03
JTOUSDT,173,short,3.53,3.568,3.56,59.39
SOLUSDT,180,long,152.69,151.168,3.78,62.95
JTOUSDT,187,short,3.55,3.583,-7.58,54.14
FRONTUSDT,197,short,1.24,1.249,-6.52,46.56
YGGUSDT,200,long,0.9,0.893,-5.61,40.04
FRONTUSDT,214,long,1.28,1.266,-4.82,34.43
