
FRONTUSDT,23,long,1.16,1.136,29.76,124.0
YGGUSDT,34,short,0.86,0.887,-23.86,91.76
JTOUSDT,48,long,3.63,3.538,27.31,113.78
YGGUSDT,56,long,0.92,0.899,33.86,141.09
RLCUSDT,67,long,3.2,3.121,-27.15,104.41
POWRUSDT,81,long,0.31,0.305,-20.09,77.26
JTOUSDT,104,long,3.68,3.588,22.99,95.8
POWRUSDT,131,long,0.31,0.304,28.51,118.79
POWRUSDT,152,long,0.32,0.31,35.35,147.3
POWRUSDT,167,short,0.31,0.321,43.84,182.65
YGGUSDT,186,long,0.91,0.883,-35.14,135.16
YGGUSDT,236,long,0.9,0.879,40.22,167.6
POWRUSDT,261,long,0.33,0.32,49.88,207.82
FRONTUSDT,266,short,1.25,1.28,61.85,257.7
JTOUSDT,282,long,3.82,3.721,76.69,319.55
