
RLCUSDT,30,long,3.04,2.984,11.0,110.0
JTOUSDT,48,long,3.6,3.531,12.1,121.0
RLCUSDT,67,long,3.18,3.114,-25.41,84.7
YGGUSDT,82,long,0.9,0.882,9.32,93.17
YGGUSDT,93,long,0.91,0.888,-19.57,65.22
POWRUSDT,108,long,0.31,0.3,-13.7,45.65
YGGUSDT,134,long,0.9,0.881,5.02,50.22
POWRUSDT,153,long,0.32,0.309,5.52,55.24
YGGUSDT,165,long,0.9,0.881,6.08,60.76
POWRUSDT,184,long,0.32,0.312,6.68,66.84
POWRUSDT,203,long,0.32,0.317,-14.04,46.79
YGGUSDT,237,long,0.89,0.871,5.15,51.47
JTOUSDT,253,long,3.7,3.625,5.66,56.62
POWRUSDT,264,long,0.33,0.324,6.23,62.28
YGGUSDT,284,long,0.91,0.889,6.85,68.51
