
RLCUSDT,30,long,3.05,2.984,13.44,112.0
POWRUSDT,37,short,0.31,0.313,-23.52,78.4
SOLUSDT,55,short,154.36,157.632,10.54,87.81
POWRUSDT,81,long,0.31,0.304,-18.44,61.47
YGGUSDT,107,long,0.88,0.862,8.26,68.85
YGGUSDT,110,long,0.9,0.876,9.25,77.11
YGGUSDT,133,long,0.9,0.876,10.36,86.36
POWRUSDT,152,long,0.32,0.309,11.61,96.72
RLCUSDT,164,long,3.02,2.957,13.0,108.33
POWRUSDT,194,long,0.32,0.314,14.56,121.33
POWRUSDT,203,long,0.32,0.317,-25.48,84.93
FRONTUSDT,235,long,1.27,1.245,-17.84,59.45
RLCUSDT,247,short,3.0,3.061,-12.49,41.62
JTOUSDT,253,long,3.7,3.625,5.59,46.61
JTOUSDT,283,long,3.82,3.743,6.26,52.2
