
RLCUSDT,29,long,3.01,2.963,6.36,106.0
JTOUSDT,48,long,3.6,3.535,6.74,112.36
RLCUSDT,67,long,3.17,3.118,-22.65,80.9
RLCUSDT,82,long,3.1,3.049,5.15,85.75
JTOUSDT,105,long,3.67,3.604,-17.29,61.74
POWRUSDT,108,long,0.31,0.3,3.93,65.44
RLCUSDT,130,long,3.05,3.002,4.16,69.37
YGGUSDT,135,long,0.89,0.877,4.41,73.53
POWRUSDT,152,long,0.32,0.309,4.68,77.94
RLCUSDT,163,long,3.02,2.967,4.96,82.62
POWRUSDT,194,long,0.32,0.314,5.25,87.58
YGGUSDT,213,long,0.9,0.885,-17.66,63.06
YGGUSDT,237,long,0.89,0.872,4.01,66.84
RLCUSDT,242,long,3.04,2.983,4.25,70.85
JTOUSDT,254,long,3.7,3.643,4.51,75.1
YGGUSDT,284,long,0.9,0.89,4.78,79.61
