
POWRUSDT,45,short,0.31,0.313,-14.76,82.0
JTOUSDT,48,long,3.61,3.553,-12.1,67.24
RLCUSDT,84,long,3.15,3.103,10.73,76.65
YGGUSDT,93,long,0.91,0.894,-11.31,62.85
SOLUSDT,109,long,155.71,153.243,10.03,71.65
YGGUSDT,135,long,0.9,0.882,11.44,81.68
POWRUSDT,153,long,0.32,0.311,-12.06,66.98
RLCUSDT,156,long,2.99,2.945,10.69,76.36
RLCUSDT,164,long,3.02,2.975,-11.27,62.62
JTOUSDT,171,long,3.6,3.544,-9.24,51.35
RLCUSDT,190,long,3.05,3.003,-7.58,42.11
RLCUSDT,241,long,3.04,2.997,6.72,48.01
JTOUSDT,254,long,3.72,3.661,7.66,54.73
