
FRONTUSDT,25,long,1.16,1.131,8.64,108.0
JTOUSDT,30,long,3.56,3.486,9.33,116.64
JTOUSDT,48,long,3.6,3.524,10.08,125.97
RLCUSDT,82,long,3.1,3.039,10.88,136.05
JTOUSDT,85,long,3.59,3.514,11.75,146.93
YGGUSDT,93,long,0.9,0.887,-32.97,96.97
YGGUSDT,107,long,0.88,0.861,8.38,104.73
POWRUSDT,112,short,0.3,0.309,9.05,113.11
YGGUSDT,134,long,0.9,0.879,9.77,122.16
POWRUSDT,152,long,0.32,0.309,10.55,131.93
RLCUSDT,164,long,3.01,2.951,11.4,142.48
POWRUSDT,183,long,0.32,0.311,12.31,153.88
POWRUSDT,194,long,0.32,0.313,13.3,166.19
POWRUSDT,203,long,0.32,0.316,14.36,179.49
RLCUSDT,247,short,3.0,3.067,-40.28,118.46
JTOUSDT,269,long,3.78,3.706,-26.58,78.18
JTOUSDT,283,long,3.82,3.735,6.75,84.43
