
RLCUSDT,30,long,3.06,3.0,21.24,118.0
JTOUSDT,48,long,3.62,3.549,25.06,139.24
RLCUSDT,67,long,3.19,3.13,-22.28,111.39
RLCUSDT,82,long,3.12,3.061,23.66,131.44
SOLUSDT,109,long,156.02,153.089,-21.03,105.15
YGGUSDT,135,long,0.9,0.881,22.33,124.08
POWRUSDT,152,long,0.32,0.311,-19.85,99.26
RLCUSDT,164,long,3.03,2.972,-15.88,79.41
SOLUSDT,172,long,154.92,152.006,-12.71,63.53
JTOUSDT,185,long,3.6,3.53,13.49,74.97
POWRUSDT,194,long,0.32,0.315,15.92,88.46
YGGUSDT,237,long,0.89,0.875,18.79,104.38
JTOUSDT,253,long,3.71,3.644,22.17,123.17
POWRUSDT,264,long,0.33,0.326,26.16,145.34
