
FRONTUSDT,15,long,1.17,1.15,-13.44,84.0
WLDUSDT,18,long,5.82,5.729,-11.29,70.56
TRBUSDT,22,long,91.9,90.444,13.1,81.85
ENAUSDT,33,short,0.82,0.837,15.19,94.95
WLDUSDT,39,long,5.9,5.807,-12.76,79.76
ENAUSDT,42,long,0.84,0.826,14.8,92.52
RLCUSDT,44,long,2.87,2.823,17.17,107.32
FRONTUSDT,63,short,1.15,1.168,-14.42,90.15
FRONTUSDT,70,long,1.17,1.154,-12.12,75.73
TRBUSDT,72,long,92.72,91.257,-10.18,63.61
RLCUSDT,90,short,2.92,2.962,-8.55,53.43
WLDUSDT,92,long,6.13,6.036,-7.18,44.88
FRONTUSDT,94,long,1.16,1.141,-6.03,37.7
