
FRONTUSDT,13,short,1.14,1.157,-12.04,86.0
FRONTUSDT,15,long,1.17,1.151,-10.35,73.96
WLDUSDT,18,long,5.83,5.735,-8.91,63.61
ENAUSDT,33,short,0.82,0.836,13.51,75.06
WLDUSDT,39,long,5.91,5.813,-9.04,64.55
ENAUSDT,42,long,0.84,0.827,13.71,76.17
WLDUSDT,45,long,5.82,5.723,16.18,89.88
PHBUSDT,57,short,2.1,2.133,-10.82,77.3
FRONTUSDT,63,short,1.15,1.167,-9.31,66.48
FRONTUSDT,70,long,1.17,1.155,-8.0,57.17
WLDUSDT,76,long,5.93,5.841,12.14,67.46
WLDUSDT,92,long,6.14,6.043,-8.12,58.02
FRONTUSDT,94,long,1.16,1.142,-6.99,49.9
PHBUSDT,101,long,2.23,2.197,-6.01,42.91
PHBUSDT,109,long,2.22,2.186,-5.17,36.9
