
FRONTUSDT,13,short,1.14,1.167,-21.76,68.0
ENAUSDC,33,short,0.83,0.843,4.32,72.08
WLDUSDT,39,long,5.87,5.761,-15.68,49.01
WLDUSDT,45,long,5.78,5.671,3.12,51.95
PHBUSDT,50,long,2.12,2.076,3.3,55.07
TRBUSDT,55,long,92.12,90.384,3.5,58.37
FRONTUSDT,63,short,1.16,1.178,3.71,61.87
WLDUSDT,76,long,5.9,5.788,3.93,65.58
ENAUSDC,79,long,0.9,0.878,4.17,69.51
RLCUSDT,90,short,2.93,2.986,4.42,73.68
PHBUSDT,95,long,2.24,2.198,-16.03,50.1
TRBUSDT,99,short,90.51,92.236,3.19,53.11
PHBUSDT,109,long,2.21,2.166,-11.56,36.11
